"Subject","Week","Stim","StimOrd","Cue","Group","Scene","Enc_Trial","Emo","Arous","Crav","EmoRT","ArousRT","CravRT","Stim.1","StimOn","CueID","Block_Recog","Trial_Recog","RecogResp","RecogRT","RecogAcc","RecogConf","Trial_Ret","InOut","InOutResp","InOutRT","InOutAcc","CorrScene","FamScene","CorrLoc","ObjLoc","RetResp","RetRT","RetSpec","RetObj","SceneConf","Trial_Emo","VividResp","VividRT","Emo_Mem","EmoRT_Mem","Arous_Mem","ArousRT_Mem","Crav_Mem","CravRT_Mem","Pill","FirstPill","Emo_Code","Emo_Label","Arous_All","ArousHiLo","Crav_All","CravHiLo","Emo_Code_Mem","Emo_Label_Mem","Arous_All_Mem","ArousHiLo_Mem","Crav_All_Mem","CravHiLo_Mem","Vivid_All","Emo_Dist_All","Emo_Dist","Arous_Dist","Crav_Dist"
"9001","a","alc",1,"alc_b_001.jpg",1,"outside_055_a.jpg",9,51,50,49,1457,1744,1182,"alc",109,"old",1,29,79,434,1,"Conf_Old",36,2,79,1539,1,"outside_055_a.jpg","inside_060_a.jpg",1,2,89,1739,1,1,3,28,89,1019,85,737,89,286,89,450,"Cortisol","Cortisol",3,"Happy",2,"Low",1,"Low",2,"Neutral",1,"Low",1,"Low",1,1.4142135623731,-1,-1,0
"9001","a","alc",1,"alc_b_006.jpg",1,"inside_039_a.jpg",6,50,49,49,953,923,1211,"alc",73,"old",1,26,73,218,1,"Uns_Old",39,1,89,1241,1,"inside_039_a.jpg","inside_034_a.jpg",2,1,85,2249,1,1,2,3,85,329,85,662,89,1092,89,329,"Cortisol","Cortisol",2,"Neutral",1,"Low",1,"Low",2,"Neutral",1,"Low",1,"Low",2,0,0,0,0
"9001","a","alc",1,"alc_b_013.jpg",1,"inside_067_a.jpg",8,50,49,49,605,702,322,"alc",98,"old",2,10,73,226,1,"Uns_Old",17,1,89,1202,1,"inside_067_a.jpg","outside_038_a.jpg",1,2,73,2506,0,0,1,12,89,1155,85,489,89,1260,89,415,"Cortisol","Cortisol",2,"Neutral",1,"Low",1,"Low",2,"Neutral",1,"Low",1,"Low",1,0,0,0,0
"9001","a","alc",1,"alc_b_019.jpg",1,"outside_075_a.jpg",3,51,50,50,784,884,933,"alc",30,"old",2,17,73,1123,1,"Uns_Old",38,2,0,0,0,"outside_075_a.jpg","outside_001_a.jpg",4,3,79,104,1,1,3,29,79,855,73,506,85,760,85,764,"Cortisol","Cortisol",3,"Happy",2,"Low",2,"Low",3,"Happy",2,"Low",2,"Low",4,0,0,0,0
"9001","a","alc",1,"alc_b_022.jpg",1,"inside_059_a.jpg",10,51,50,50,1072,1077,837,"alc",120,"old",2,5,79,661,1,"Conf_Old",1,1,89,652,1,"inside_059_a.jpg","outside_060_a.jpg",1,2,89,1312,1,1,4,14,79,93,73,274,73,406,85,250,"Cortisol","Cortisol",3,"Happy",2,"Low",2,"Low",3,"Happy",3,"High",2,"Low",4,1,0,1,0
"9001","a","alc",1,"alc_b_026.jpg",1,"outside_060_a.jpg",4,50,50,49,1483,1305,851,"alc",51,"old",2,27,79,494,1,"Conf_Old",31,2,79,955,1,"outside_060_a.jpg","outside_070_a.jpg",2,1,85,1330,1,1,4,20,79,1167,73,1825,79,2,85,1371,"Cortisol","Cortisol",2,"Neutral",2,"Low",1,"Low",3,"Happy",4,"High",2,"Low",4,2.44948974278318,1,2,1
"9001","a","alc",1,"alc_b_032.jpg",1,"inside_030_a.jpg",1,50,49,49,809,863,871,"alc",4,"old",2,23,89,283,4,"Conf_New",14,1,79,1668,0,"inside_030_a.jpg","inside_007_a.jpg",4,3,79,2500,1,1,3,34,79,710,85,1105,89,902,89,260,"Cortisol","Cortisol",2,"Neutral",1,"Low",1,"Low",2,"Neutral",1,"Low",1,"Low",4,0,0,0,0
"9001","a","alc",1,"alc_b_036.jpg",1,"outside_009_a.jpg",2,51,50,50,573,671,386,"alc",15,"old",1,21,79,228,1,"Conf_Old",40,2,79,754,1,"outside_009_a.jpg","outside_046_a.jpg",3,4,73,1251,1,1,4,9,79,322,73,1069,73,1530,85,871,"Cortisol","Cortisol",3,"Happy",2,"Low",2,"Low",3,"Happy",3,"High",2,"Low",4,1,0,1,0
"9001","a","alc",1,"alc_b_037.jpg",1,"outside_019_a.jpg",7,51,50,49,497,964,1311,"alc",86,"old",1,20,89,280,4,"Conf_New",4,2,79,1298,1,"outside_019_a.jpg","inside_028_a.jpg",1,2,73,3067,0,0,3,39,79,626,73,750,85,803,85,1298,"Cortisol","Cortisol",3,"Happy",2,"Low",1,"Low",3,"Happy",2,"Low",2,"Low",4,1,0,0,1
"9001","a","alc",1,"alc_b_047.jpg",1,"inside_028_a.jpg",5,49,50,49,490,509,341,"alc",62,"old",1,15,89,485,4,"Conf_New",15,1,89,847,1,"inside_028_a.jpg","outside_039_a.jpg",2,1,89,2566,0,1,2,10,85,1779,89,1030,85,1355,89,976,"Cortisol","Cortisol",1,"Unhappy",2,"Low",1,"Low",1,"Unhappy",2,"Low",1,"Low",2,0,0,0,0
"9001","a","alc",1,"alc_l_007.jpg",1,"outside_070_a.jpg",23,51,51,50,486,411,496,"alc",291,"old",2,8,79,308,1,"Conf_Old",25,2,79,1111,1,"outside_070_a.jpg","outside_040_a.jpg",3,4,79,2240,0,1,3,33,73,907,73,407,85,308,85,73,"Cortisol","Cortisol",3,"Happy",3,"High",2,"Low",3,"Happy",2,"Low",2,"Low",3,1,0,-1,0
"9001","a","alc",1,"alc_l_009.jpg",1,"inside_071_a.jpg",26,50,49,49,1175,1148,632,"alc",340,"old",2,15,79,485,1,"Conf_Old",34,1,79,1653,0,"inside_071_a.jpg","outside_049_a.jpg",4,3,79,2533,1,1,3,11,89,1323,85,568,89,1604,89,743,"Cortisol","Cortisol",2,"Neutral",1,"Low",1,"Low",2,"Neutral",1,"Low",1,"Low",1,0,0,0,0
"9001","a","alc",1,"alc_l_021.jpg",1,"inside_001_a.jpg",29,49,51,49,1492,1123,411,"alc",386,"old",1,7,85,256,4,"Uns_New",10,1,79,1155,0,"inside_001_a.jpg","inside_039_a.jpg",2,1,0,0,0,0,1,40,73,1380,89,1848,89,885,89,451,"Cortisol","Cortisol",1,"Unhappy",3,"High",1,"Low",1,"Unhappy",1,"Low",1,"Low",3,2,0,-2,0
"9001","a","alc",1,"alc_l_022.jpg",1,"outside_063_a.jpg",21,50,49,49,637,329,302,"alc",267,"old",1,5,79,362,1,"Conf_Old",7,2,79,720,1,"outside_063_a.jpg","inside_066_a.jpg",1,2,85,1370,0,1,3,24,85,969,85,486,89,250,89,53,"Cortisol","Cortisol",2,"Neutral",1,"Low",1,"Low",2,"Neutral",1,"Low",1,"Low",2,0,0,0,0
"9001","a","alc",1,"alc_l_023.jpg",1,"inside_034_a.jpg",22,51,51,50,360,376,340,"alc",278,"old",2,39,79,229,1,"Conf_Old",6,1,89,334,1,"inside_034_a.jpg","outside_019_a.jpg",3,4,73,1239,1,1,4,5,73,366,73,696,73,998,85,403,"Cortisol","Cortisol",3,"Happy",3,"High",2,"Low",3,"Happy",3,"High",2,"Low",3,0,0,0,0
"9001","a","alc",1,"alc_l_025.jpg",1,"outside_007_a.jpg",25,49,50,49,1011,1443,1159,"alc",321,"old",1,10,73,305,1,"Uns_Old",8,2,79,522,1,"outside_007_a.jpg","inside_067_a.jpg",3,4,73,1443,1,1,3,22,89,344,89,413,85,1040,89,356,"Cortisol","Cortisol",1,"Unhappy",2,"Low",1,"Low",1,"Unhappy",2,"Low",1,"Low",1,0,0,0,0
"9001","a","alc",1,"alc_l_030.jpg",1,"outside_056_a.jpg",24,51,51,50,945,1148,1219,"alc",310,"old",2,35,73,298,1,"Uns_Old",29,2,89,732,0,"outside_056_a.jpg","inside_001_a.jpg",4,3,79,3134,1,1,2,17,73,299,73,367,85,794,85,265,"Cortisol","Cortisol",3,"Happy",3,"High",2,"Low",3,"Happy",2,"Low",2,"Low",3,1,0,-1,0
"9001","a","alc",1,"alc_l_041.jpg",1,"inside_063_a.jpg",28,49,50,49,847,835,479,"alc",368,"old",1,37,85,230,4,"Uns_New",11,1,79,1350,0,"inside_063_a.jpg","outside_052_a.jpg",3,4,85,2390,0,0,1,26,85,1018,89,439,85,347,89,3,"Cortisol","Cortisol",1,"Unhappy",2,"Low",1,"Low",1,"Unhappy",2,"Low",1,"Low",2,0,0,0,0
"9001","a","alc",1,"alc_l_043.jpg",1,"inside_025_a.jpg",30,50,49,49,1535,979,363,"alc",397,"old",2,13,73,344,1,"Uns_Old",19,1,89,1662,1,"inside_025_a.jpg","outside_056_a.jpg",1,2,79,2399,0,0,2,37,73,647,85,379,89,272,89,93,"Cortisol","Cortisol",2,"Neutral",1,"Low",1,"Low",2,"Neutral",1,"Low",1,"Low",3,0,0,0,0
"9001","a","alc",1,"alc_l_050.jpg",1,"inside_066_a.jpg",27,50,49,50,478,615,381,"alc",357,"old",2,28,85,256,4,"Uns_New",18,1,79,1252,0,"inside_066_a.jpg","inside_063_a.jpg",2,1,85,2221,1,1,3,21,85,1359,85,387,89,704,89,245,"Cortisol","Cortisol",2,"Neutral",1,"Low",2,"Low",2,"Neutral",1,"Low",1,"Low",2,1,0,0,-1
"9001","a","alc",1,"alc_m_003.jpg",1,"inside_007_a.jpg",11,51,51,50,1183,1252,1217,"alc",131,"old",1,17,73,299,1,"Uns_Old",28,1,89,1739,1,"inside_007_a.jpg","outside_073_a.jpg",4,3,73,2171,0,1,2,27,85,1043,85,648,85,755,89,240,"Cortisol","Cortisol",3,"Happy",3,"High",2,"Low",2,"Neutral",2,"Low",1,"Low",2,1.73205080756888,-1,-1,-1
"9001","a","alc",1,"alc_m_010.jpg",1,"inside_015_a.jpg",16,51,50,50,1492,1260,719,"alc",194,"old",2,36,79,364,1,"Conf_Old",12,1,79,297,0,"inside_015_a.jpg","inside_059_a.jpg",1,2,85,1785,0,1,3,36,79,414,73,1050,85,328,89,404,"Cortisol","Cortisol",3,"Happy",2,"Low",2,"Low",3,"Happy",2,"Low",1,"Low",4,1,0,0,-1
"9001","a","alc",1,"alc_m_013.jpg",1,"outside_046_a.jpg",13,51,50,49,978,935,569,"alc",153,"old",1,13,73,976,1,"Uns_Old",9,2,89,1625,0,"outside_046_a.jpg","inside_030_a.jpg",4,3,79,2377,1,1,3,1,85,1302,73,779,85,1147,85,1199,"Cortisol","Cortisol",3,"Happy",2,"Low",1,"Low",3,"Happy",2,"Low",2,"Low",2,1,0,0,1
"9001","a","alc",1,"alc_m_022.jpg",1,"inside_029_a.jpg",20,50,50,49,484,936,477,"alc",254,"old",1,35,79,1066,1,"Conf_Old",13,1,89,1058,1,"inside_029_a.jpg","outside_053_a.jpg",1,2,79,2850,0,0,2,35,85,1470,85,689,89,247,89,162,"Cortisol","Cortisol",2,"Neutral",2,"Low",1,"Low",2,"Neutral",1,"Low",1,"Low",2,1,0,-1,0
"9001","a","alc",1,"alc_m_025.jpg",1,"inside_070_a.jpg",17,50,49,49,477,904,371,"alc",215,"old",2,40,79,279,1,"Conf_Old",33,1,89,1652,1,"inside_070_a.jpg","inside_056_a.jpg",4,3,79,2780,1,1,2,18,85,316,85,287,89,172,89,320,"Cortisol","Cortisol",2,"Neutral",1,"Low",1,"Low",2,"Neutral",1,"Low",1,"Low",2,0,0,0,0
"9001","a","alc",1,"alc_m_028.jpg",1,"outside_073_a.jpg",18,50,49,49,952,1075,1700,"alc",228,"old",2,31,85,1543,4,"Uns_New",16,2,0,0,0,"outside_073_a.jpg","inside_055_a.jpg",2,1,79,9,0,0,1,25,85,801,85,447,89,539,89,662,"Cortisol","Cortisol",2,"Neutral",1,"Low",1,"Low",2,"Neutral",1,"Low",1,"Low",2,0,0,0,0
"9001","a","alc",1,"alc_m_031.jpg",1,"outside_053_a.jpg",15,51,51,50,869,1043,1298,"alc",183,"old",1,9,79,254,1,"Conf_Old",20,2,79,487,1,"outside_053_a.jpg","outside_017_a.jpg",1,2,89,1168,1,1,4,4,73,428,73,343,73,989,85,858,"Cortisol","Cortisol",3,"Happy",3,"High",2,"Low",3,"Happy",3,"High",2,"Low",3,0,0,0,0
"9001","a","alc",1,"alc_m_037.jpg",1,"outside_049_a.jpg",14,50,49,49,454,637,310,"alc",168,"old",1,32,73,881,1,"Uns_Old",2,2,89,1548,0,"outside_049_a.jpg","inside_025_a.jpg",2,1,85,2492,1,1,3,23,85,785,85,381,89,193,89,21,"Cortisol","Cortisol",2,"Neutral",1,"Low",1,"Low",2,"Neutral",1,"Low",1,"Low",2,0,0,0,0
"9001","a","alc",1,"alc_m_043.jpg",1,"outside_040_a.jpg",19,51,51,50,466,1413,1036,"alc",243,"old",1,12,73,526,1,"Uns_Old",23,2,79,1252,1,"outside_040_a.jpg","outside_063_a.jpg",3,4,79,2429,0,1,3,19,73,900,73,425,85,798,85,355,"Cortisol","Cortisol",3,"Happy",3,"High",2,"Low",3,"Happy",2,"Low",2,"Low",3,1,0,-1,0
"9001","a","alc",1,"alc_m_045.jpg",1,"inside_049_a.jpg",12,51,50,49,1094,1099,1249,"alc",142,"old",2,20,89,196,4,"Conf_New",3,1,79,1433,0,"inside_049_a.jpg","inside_029_a.jpg",3,4,73,2106,1,1,1,8,85,1185,85,1228,85,1489,89,318,"Cortisol","Cortisol",3,"Happy",2,"Low",1,"Low",2,"Neutral",2,"Low",1,"Low",2,1,-1,0,0
"9001","a","alc",1,"alc_w_004.jpg",1,"outside_026_a.jpg",34,50,50,50,838,454,665,"alc",445,"old",2,4,89,361,4,"Conf_New",35,2,89,1897,0,"outside_026_a.jpg","inside_008_a.jpg",4,3,79,3329,1,1,1,16,85,1151,85,605,89,257,89,254,"Cortisol","Cortisol",2,"Neutral",2,"Low",2,"Low",2,"Neutral",1,"Low",1,"Low",2,1.4142135623731,0,-1,-1
"9001","a","alc",1,"alc_w_011.jpg",1,"outside_038_a.jpg",39,50,49,49,580,235,272,"alc",502,"old",1,23,85,187,4,"Uns_New",32,2,89,1195,0,"outside_038_a.jpg","outside_075_a.jpg",3,4,85,2244,0,0,2,32,85,531,85,342,89,1188,89,321,"Cortisol","Cortisol",2,"Neutral",1,"Low",1,"Low",2,"Neutral",1,"Low",1,"Low",2,0,0,0,0
"9001","a","alc",1,"alc_w_012.jpg",1,"inside_056_a.jpg",40,50,49,49,508,394,318,"alc",515,"old",2,33,85,356,4,"Uns_New",30,1,79,1224,0,"inside_056_a.jpg","outside_009_a.jpg",4,3,79,2111,1,1,2,13,89,556,85,354,89,2,89,104,"Cortisol","Cortisol",2,"Neutral",1,"Low",1,"Low",2,"Neutral",1,"Low",1,"Low",1,0,0,0,0
"9001","a","alc",1,"alc_w_014.jpg",1,"inside_060_a.jpg",35,51,51,50,404,1001,1024,"alc",456,"old",1,3,85,326,4,"Uns_New",27,1,89,426,1,"inside_060_a.jpg","outside_007_a.jpg",4,3,79,2019,1,1,3,7,89,1112,85,859,85,1337,85,358,"Cortisol","Cortisol",3,"Happy",3,"High",2,"Low",2,"Neutral",2,"Low",2,"Low",1,1.4142135623731,-1,-1,0
"9001","a","alc",1,"alc_w_017.jpg",1,"outside_017_a.jpg",38,51,50,49,769,666,667,"alc",489,"old",2,1,89,263,4,"Conf_New",24,2,79,1390,1,"outside_017_a.jpg","inside_049_a.jpg",1,2,85,2142,0,1,3,38,79,872,73,332,85,233,85,247,"Cortisol","Cortisol",3,"Happy",2,"Low",1,"Low",3,"Happy",2,"Low",2,"Low",4,1,0,0,1
"9001","a","alc",1,"alc_w_022.jpg",1,"outside_052_a.jpg",32,51,50,50,477,926,564,"alc",419,"old",2,38,85,298,4,"Uns_New",26,2,89,1474,0,"outside_052_a.jpg","inside_015_a.jpg",3,4,73,2490,1,1,2,2,85,1385,73,1421,85,1177,89,1198,"Cortisol","Cortisol",3,"Happy",2,"Low",2,"Low",3,"Happy",2,"Low",1,"Low",2,1,0,0,-1
"9001","a","alc",1,"alc_w_024.jpg",1,"inside_055_a.jpg",31,50,49,49,1099,512,317,"alc",408,"old",1,34,73,374,1,"Uns_Old",5,1,0,0,0,"inside_055_a.jpg","outside_055_a.jpg",3,4,89,21,0,0,1,15,85,260,85,267,89,584,89,250,"Cortisol","Cortisol",2,"Neutral",1,"Low",1,"Low",2,"Neutral",1,"Low",1,"Low",2,0,0,0,0
"9001","a","alc",1,"alc_w_039.jpg",1,"inside_008_a.jpg",36,50,49,49,1611,1367,863,"alc",467,"old",2,30,73,229,1,"Uns_Old",21,1,89,713,1,"inside_008_a.jpg","inside_070_a.jpg",2,1,85,1689,1,1,3,6,85,991,85,578,89,807,89,381,"Cortisol","Cortisol",2,"Neutral",1,"Low",1,"Low",2,"Neutral",1,"Low",1,"Low",2,0,0,0,0
"9001","a","alc",1,"alc_w_042.jpg",1,"outside_001_a.jpg",33,51,51,50,379,318,576,"alc",434,"old",2,19,85,336,4,"Uns_New",22,2,89,1202,0,"outside_001_a.jpg","outside_026_a.jpg",2,1,89,2906,0,1,2,31,73,1057,73,998,85,618,85,775,"Cortisol","Cortisol",3,"Happy",3,"High",2,"Low",3,"Happy",2,"Low",2,"Low",3,1,0,-1,0
"9001","a","alc",1,"alc_w_050.jpg",1,"outside_039_a.jpg",37,51,50,50,686,986,380,"alc",478,"old",2,24,79,2,1,"Conf_Old",37,2,89,1397,0,"outside_039_a.jpg","inside_071_a.jpg",2,1,85,2660,1,1,2,30,73,792,73,755,85,329,85,1271,"Cortisol","Cortisol",3,"Happy",2,"Low",2,"Low",3,"Happy",2,"Low",2,"Low",3,0,0,0,0
"9001","a","tool",2,"tools_b_002.jpg",1,"inside_038_a.jpg",9,50,49,49,1128,324,295,"tool",123,"old",1,36,85,541,4,"Uns_New",34,1,89,1541,1,"inside_038_a.jpg","inside_018_a.jpg",2,1,85,2150,1,1,2,6,73,470,85,370,89,229,89,249,"Cortisol","Cortisol",2,"Neutral",1,"Low",1,"Low",2,"Neutral",1,"Low",1,"Low",3,0,0,0,0
"9001","a","tool",2,"tools_b_003.jpg",1,"outside_066_a.jpg",5,50,49,49,592,302,308,"tool",66,"old",2,4,73,406,1,"Uns_Old",7,2,89,324,0,"outside_066_a.jpg","outside_037_a.jpg",2,1,89,3301,0,1,1,7,73,815,85,298,89,15,89,120,"Cortisol","Cortisol",2,"Neutral",1,"Low",1,"Low",2,"Neutral",1,"Low",1,"Low",3,0,0,0,0
"9001","a","tool",2,"tools_b_006.jpg",1,"inside_053_a.jpg",2,50,49,49,555,1080,1196,"tool",25,"old",1,11,73,229,1,"Uns_Old",28,1,89,1610,1,"inside_053_a.jpg","inside_042_a.jpg",4,3,79,3195,1,1,2,22,85,220,85,464,89,228,89,281,"Cortisol","Cortisol",2,"Neutral",1,"Low",1,"Low",2,"Neutral",1,"Low",1,"Low",2,0,0,0,0
"9001","a","tool",2,"tools_b_011.jpg",1,"outside_076_a.jpg",7,51,51,49,387,332,321,"tool",94,"old",1,33,85,199,4,"Uns_New",10,2,79,1593,1,"outside_076_a.jpg","inside_031_a.jpg",4,3,89,2690,0,0,1,35,79,257,73,116,73,171,89,239,"Cortisol","Cortisol",3,"Happy",3,"High",1,"Low",3,"Happy",3,"High",1,"Low",4,0,0,0,0
"9001","a","tool",2,"tools_b_022.jpg",1,"inside_016_a.jpg",6,0,50,49,0,17,355,"tool",81,"old",2,20,85,1248,4,"Uns_New",4,1,89,1253,1,"inside_016_a.jpg","outside_005_a.jpg",1,2,89,1662,1,1,3,12,73,296,85,269,89,192,89,4,"Cortisol","Cortisol",NA,NA,2,"Low",1,"Low",2,"Neutral",1,"Low",1,"Low",3,NA,NA,-1,0
"9001","a","tool",2,"tools_b_026.jpg",1,"outside_032_a.jpg",3,51,50,49,1403,746,273,"tool",38,"old",2,14,73,192,1,"Uns_Old",12,2,89,1053,0,"outside_032_a.jpg","inside_014_a.jpg",3,4,85,2182,0,0,1,3,85,944,85,839,89,196,89,47,"Cortisol","Cortisol",3,"Happy",2,"Low",1,"Low",2,"Neutral",1,"Low",1,"Low",2,1.4142135623731,-1,-1,0
"9001","a","tool",2,"tools_b_031.jpg",1,"inside_019_a.jpg",1,49,50,49,968,1280,296,"tool",4,"old",1,9,89,231,4,"Conf_New",18,1,89,864,1,"inside_019_a.jpg","inside_016_a.jpg",2,1,85,2744,1,1,1,29,89,210,85,254,89,298,89,309,"Cortisol","Cortisol",1,"Unhappy",2,"Low",1,"Low",2,"Neutral",1,"Low",1,"Low",1,1.4142135623731,1,-1,0
"9001","a","tool",2,"tools_b_040.jpg",1,"inside_040_a.jpg",4,51,50,49,1228,898,294,"tool",51,"old",2,28,79,181,1,"Conf_Old",32,1,89,761,1,"inside_040_a.jpg","outside_022_a.jpg",4,3,79,1234,1,1,4,34,79,263,73,259,85,225,89,245,"Cortisol","Cortisol",3,"Happy",2,"Low",1,"Low",3,"Happy",2,"Low",1,"Low",4,0,0,0,0
"9001","a","tool",2,"tools_b_042.jpg",1,"outside_074_a.jpg",10,51,50,49,1507,941,403,"tool",136,"old",2,12,79,226,1,"Conf_Old",22,2,79,1550,1,"outside_074_a.jpg","outside_006_a.jpg",1,2,85,2279,0,1,2,17,85,662,73,274,85,254,89,219,"Cortisol","Cortisol",3,"Happy",2,"Low",1,"Low",3,"Happy",2,"Low",1,"Low",2,0,0,0,0
"9001","a","tool",2,"tools_b_049.jpg",1,"outside_022_a.jpg",8,51,50,49,822,1318,866,"tool",112,"old",2,23,79,2,1,"Conf_Old",29,2,79,1876,1,"outside_022_a.jpg","inside_022_a.jpg",4,3,85,2333,0,0,1,2,73,1322,73,966,85,283,89,215,"Cortisol","Cortisol",3,"Happy",2,"Low",1,"Low",3,"Happy",2,"Low",1,"Low",3,0,0,0,0
"9001","a","tool",2,"tools_k_008.jpg",1,"outside_065_a.jpg",12,50,49,49,1194,862,777,"tool",158,"old",2,29,73,510,1,"Uns_Old",17,2,89,358,0,"outside_065_a.jpg","inside_026_a.jpg",1,2,85,2614,0,1,1,37,85,771,85,567,89,548,89,217,"Cortisol","Cortisol",2,"Neutral",1,"Low",1,"Low",2,"Neutral",1,"Low",1,"Low",2,0,0,0,0
"9001","a","tool",2,"tools_k_021.jpg",1,"outside_013_a.jpg",15,51,50,50,1525,749,486,"tool",205,"old",1,37,79,208,1,"Conf_Old",11,2,79,1194,1,"outside_013_a.jpg","inside_062_a.jpg",1,2,89,1723,1,1,4,32,79,388,73,617,73,270,85,1186,"Cortisol","Cortisol",3,"Happy",2,"Low",2,"Low",3,"Happy",3,"High",2,"Low",4,1,0,1,0
"9001","a","tool",2,"tools_k_022.jpg",1,"inside_026_a.jpg",16,51,50,50,936,1292,901,"tool",218,"old",1,32,79,100,1,"Conf_Old",21,1,89,725,1,"inside_026_a.jpg","outside_027_a.jpg",1,2,85,1646,0,1,3,21,73,987,73,1576,85,1459,89,280,"Cortisol","Cortisol",3,"Happy",2,"Low",2,"Low",3,"Happy",2,"Low",1,"Low",3,1,0,0,-1
"9001","a","tool",2,"tools_k_024.jpg",1,"inside_014_a.jpg",19,51,51,50,559,463,354,"tool",253,"old",1,26,79,252,1,"Conf_Old",16,1,79,1029,0,"inside_014_a.jpg","outside_013_a.jpg",3,4,73,3780,1,1,1,1,73,1090,73,559,85,450,85,279,"Cortisol","Cortisol",3,"Happy",3,"High",2,"Low",3,"Happy",2,"Low",2,"Low",3,1,0,-1,0
"9001","a","tool",2,"tools_k_026.jpg",1,"inside_078_a.jpg",18,49,50,49,458,473,366,"tool",240,"old",2,6,79,218,1,"Conf_Old",30,1,89,1526,1,"inside_078_a.jpg","outside_018_a.jpg",4,3,79,2182,1,1,1,26,85,918,85,637,89,272,89,28,"Cortisol","Cortisol",1,"Unhappy",2,"Low",1,"Low",2,"Neutral",1,"Low",1,"Low",2,1.4142135623731,1,-1,0
"9001","a","tool",2,"tools_k_027.jpg",1,"outside_006_a.jpg",17,50,49,49,1842,611,1815,"tool",229,"old",1,23,79,172,1,"Conf_Old",27,2,89,1720,0,"outside_006_a.jpg","outside_030_a.jpg",4,3,79,2448,1,1,2,40,89,750,85,282,89,199,89,2,"Cortisol","Cortisol",2,"Neutral",1,"Low",1,"Low",2,"Neutral",1,"Low",1,"Low",1,0,0,0,0
"9001","a","tool",2,"tools_k_037.jpg",1,"inside_061_a.jpg",14,51,51,49,739,586,523,"tool",188,"old",1,2,79,250,1,"Conf_Old",14,1,89,224,1,"inside_061_a.jpg","outside_074_a.jpg",3,4,73,1329,1,1,4,27,79,358,73,1213,85,273,89,332,"Cortisol","Cortisol",3,"Happy",3,"High",1,"Low",3,"Happy",2,"Low",1,"Low",4,1,0,-1,0
"9001","a","tool",2,"tools_k_044.jpg",1,"outside_027_a.jpg",11,50,49,49,1214,386,390,"tool",147,"old",1,4,89,250,4,"Conf_New",19,2,79,594,1,"outside_027_a.jpg","inside_046_a.jpg",1,2,85,1818,0,1,1,39,89,318,85,225,89,2,89,137,"Cortisol","Cortisol",2,"Neutral",1,"Low",1,"Low",2,"Neutral",1,"Low",1,"Low",1,0,0,0,0
"9001","a","tool",2,"tools_k_049.jpg",1,"inside_022_a.jpg",13,50,49,49,622,316,298,"tool",169,"old",1,1,79,346,1,"Conf_Old",8,1,79,1470,0,"inside_022_a.jpg","inside_044_a.jpg",2,1,79,1815,0,0,1,9,85,327,85,924,89,278,89,218,"Cortisol","Cortisol",2,"Neutral",1,"Low",1,"Low",2,"Neutral",1,"Low",1,"Low",2,0,0,0,0
"9001","a","tool",2,"tools_k_050.jpg",1,"outside_002_a.jpg",20,51,51,50,989,1136,431,"tool",264,"old",2,9,73,235,1,"Uns_Old",24,2,89,1523,0,"outside_002_a.jpg","outside_067_a.jpg",3,4,73,2963,1,1,1,15,85,329,73,391,85,644,89,264,"Cortisol","Cortisol",3,"Happy",3,"High",2,"Low",3,"Happy",2,"Low",1,"Low",2,1.4142135623731,0,-1,-1
"9001","a","tool",2,"tools_o_004.jpg",1,"outside_014_a.jpg",29,50,49,49,403,692,689,"tool",382,"old",1,19,79,242,1,"Conf_Old",36,2,89,281,0,"outside_014_a.jpg","inside_050_a.jpg",4,3,79,3250,1,1,2,23,73,333,73,521,85,261,89,89,"Cortisol","Cortisol",2,"Neutral",1,"Low",1,"Low",3,"Happy",2,"Low",1,"Low",3,1.4142135623731,1,1,0
"9001","a","tool",2,"tools_o_006.jpg",1,"inside_044_a.jpg",26,50,49,49,1660,500,383,"tool",340,"old",2,3,73,291,1,"Uns_Old",35,1,79,1039,0,"inside_044_a.jpg","outside_065_a.jpg",2,1,85,1919,1,1,1,11,85,237,85,870,89,305,89,195,"Cortisol","Cortisol",2,"Neutral",1,"Low",1,"Low",2,"Neutral",1,"Low",1,"Low",2,0,0,0,0
"9001","a","tool",2,"tools_o_018.jpg",1,"inside_018_a.jpg",22,51,50,49,1042,587,284,"tool",288,"old",2,31,85,380,4,"Uns_New",26,1,79,990,0,"inside_018_a.jpg","inside_074_a.jpg",4,3,85,2823,0,0,1,25,85,941,85,691,89,255,89,146,"Cortisol","Cortisol",3,"Happy",2,"Low",1,"Low",2,"Neutral",1,"Low",1,"Low",2,1.4142135623731,-1,-1,0
"9001","a","tool",2,"tools_o_031.jpg",1,"inside_041_a.jpg",24,51,50,49,504,333,290,"tool",312,"old",1,6,73,287,1,"Uns_Old",33,1,89,1707,1,"inside_041_a.jpg","outside_066_a.jpg",3,4,79,2091,0,1,4,10,79,727,73,364,85,271,89,258,"Cortisol","Cortisol",3,"Happy",2,"Low",1,"Low",3,"Happy",2,"Low",1,"Low",4,0,0,0,0
